Question,Response,processed_question,processed_response,question_seq,response_seq,padded_question,padded_response
i will poke your eyes out,i do not want any other woman,"['i', 'will', 'poke', 'your', 'eye', 'out']","['i', 'do', 'not', 'want', 'any', 'other', 'woman']","[6, 158, 936, 247, 272, 165]","[6, 27, 53, 126, 135, 342, 937]","[6, 158, 936, 247, 272, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 27, 53, 126, 135, 342, 937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i do not want any other woman,i will chop your toes off one by one,"['i', 'do', 'not', 'want', 'any', 'other', 'woman']","['i', 'will', 'chop', 'your', 'toe', 'off', 'one', 'by', 'one']","[6, 27, 53, 126, 135, 342, 937]","[6, 158, 938, 247, 939, 123, 124, 470, 124]","[6, 27, 53, 126, 135, 342, 937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 158, 938, 247, 939, 123, 124, 470, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i will chop your toes off one by one,honey please you are the only woman for me forever i swear it,"['i', 'will', 'chop', 'your', 'toe', 'off', 'one', 'by', 'one']","['honey', 'please', 'you', 'are', 'the', 'only', 'woman', 'for', 'me', 'forever', 'i', 'swear', 'it']","[6, 158, 938, 247, 939, 123, 124, 470, 124]","[2138, 220, 4, 3, 78, 293, 937, 14, 100, 692, 6, 2139, 33]","[6, 158, 938, 247, 939, 123, 124, 470, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2138, 220, 4, 3, 78, 293, 937, 14, 100, 692, 6, 2139, 33, 0, 0, 0, 0, 0, 0, 0]"
i hate to go outside,me too,"['i', 'hate', 'to', 'go', 'outside']","['me', 'too']","[6, 559, 29, 28, 90]","[100, 101]","[6, 559, 29, 28, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
me too,why do you hate to go outside,"['me', 'too']","['why', 'do', 'you', 'hate', 'to', 'go', 'outside']","[100, 101]","[142, 27, 4, 559, 29, 28, 90]","[100, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[142, 27, 4, 559, 29, 28, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
why do you hate to go outside,i meet too many jerks,"['why', 'do', 'you', 'hate', 'to', 'go', 'outside']","['i', 'meet', 'too', 'many', 'jerk', '##s']","[142, 27, 4, 559, 29, 28, 90]","[6, 940, 101, 544, 941, 64]","[142, 27, 4, 559, 29, 28, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 940, 101, 544, 941, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i meet too many jerks,i agree,"['i', 'meet', 'too', 'many', 'jerk', '##s']","['i', 'agree']","[6, 940, 101, 544, 941, 64]","[6, 648]","[6, 940, 101, 544, 941, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i agree,this city is full of jerks,"['i', 'agree']","['this', 'city', 'is', 'full', 'of', 'jerk', '##s']","[6, 648]","[175, 594, 35, 942, 56, 941, 64]","[6, 648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[175, 594, 35, 942, 56, 941, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
this city is full of jerks,rude people are everywhere,"['this', 'city', 'is', 'full', 'of', 'jerk', '##s']","['rude', 'people', 'are', 'everywhere']","[175, 594, 35, 942, 56, 941, 64]","[784, 57, 3, 943]","[175, 594, 35, 942, 56, 941, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[784, 57, 3, 943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
rude people are everywhere,but what can you do,"['rude', 'people', 'are', 'everywhere']","['but', 'what', 'can', 'you', 'do']","[784, 57, 3, 943]","[106, 22, 152, 4, 27]","[784, 57, 3, 943, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[106, 22, 152, 4, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
but what can you do,you can yell at them,"['but', 'what', 'can', 'you', 'do']","['you', 'can', 'yell', 'at', 'them']","[106, 22, 152, 4, 27]","[4, 152, 944, 171, 363]","[106, 22, 152, 4, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 152, 944, 171, 363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
you can yell at them,and they will yell back at you,"['you', 'can', 'yell', 'at', 'them']","['and', 'they', 'will', 'yell', 'back', 'at', 'you']","[4, 152, 944, 171, 363]","[94, 348, 158, 944, 376, 171, 4]","[4, 152, 944, 171, 363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 348, 158, 944, 376, 171, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
and they will yell back at you,yelling does not do any good,"['and', 'they', 'will', 'yell', 'back', 'at', 'you']","['yelling', 'doe', 'not', 'do', 'any', 'good']","[94, 348, 158, 944, 376, 171, 4]","[945, 112, 53, 27, 135, 12]","[94, 348, 158, 944, 376, 171, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[945, 112, 53, 27, 135, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
yelling does not do any good,no the best thing to do is just stay home,"['yelling', 'doe', 'not', 'do', 'any', 'good']","['no', 'the', 'best', 'thing', 'to', 'do', 'is', 'just', 'stay', 'home']","[945, 112, 53, 27, 135, 12]","[16, 78, 418, 202, 29, 27, 35, 188, 189, 313]","[945, 112, 53, 27, 135, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 78, 418, 202, 29, 27, 35, 188, 189, 313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
will you look at this form,are you having problems with it,"['will', 'you', 'look', 'at', 'this', 'form']","['are', 'you', 'having', 'problem', 'with', 'it']","[158, 4, 113, 171, 175, 946]","[3, 4, 558, 17, 42, 33]","[158, 4, 113, 171, 175, 946, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 4, 558, 17, 42, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
are you having problems with it,i do not understand some things,"['are', 'you', 'having', 'problem', 'with', 'it']","['i', 'do', 'not', 'understand', 'some', 'thing']","[3, 4, 558, 17, 42, 33]","[6, 27, 53, 167, 138, 202]","[3, 4, 558, 17, 42, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 27, 53, 167, 138, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i do not understand some things,let me help you,"['i', 'do', 'not', 'understand', 'some', 'thing']","['let', 'me', 'help', 'you']","[6, 27, 53, 167, 138, 202]","[239, 100, 415, 4]","[6, 27, 53, 167, 138, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[239, 100, 415, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
let me help you,what does mi mean,"['let', 'me', 'help', 'you']","['what', 'doe', 'mi', 'mean']","[239, 100, 415, 4]","[22, 112, 947, 130]","[239, 100, 415, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 112, 947, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what does mi mean,mi stands for middle initial,"['what', 'doe', 'mi', 'mean']","['mi', 'stand', 'for', 'middle', 'initial']","[22, 112, 947, 130]","[947, 560, 14, 79, 948]","[22, 112, 947, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[947, 560, 14, 79, 948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
mi stands for middle initial,what does mmddyy mean,"['mi', 'stand', 'for', 'middle', 'initial']","['what', 'doe', 'mm', '##ddy', '##y', 'mean']","[947, 560, 14, 79, 948]","[22, 112, 949, 950, 572, 130]","[947, 560, 14, 79, 948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 112, 949, 950, 572, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what does mmddyy mean,that means monthdayyear use numbers,"['what', 'doe', 'mm', '##ddy', '##y', 'mean']","['that', 'mean', 'month', '##day', '##year', 'use', 'number']","[22, 112, 949, 950, 572, 130]","[58, 130, 621, 951, 952, 439, 953]","[22, 112, 949, 950, 572, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 130, 621, 951, 952, 439, 953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that means monthdayyear use numbers,i do not understand,"['that', 'mean', 'month', '##day', '##year', 'use', 'number']","['i', 'do', 'not', 'understand']","[58, 130, 621, 951, 952, 439, 953]","[6, 27, 53, 167]","[58, 130, 621, 951, 952, 439, 953, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 27, 53, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i do not understand,for example if your birth date is january write,"['i', 'do', 'not', 'understand']","['for', 'example', 'if', 'your', 'birth', 'date', 'is', 'january', 'write']","[6, 27, 53, 167]","[14, 954, 92, 247, 955, 956, 35, 957, 731]","[6, 27, 53, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[14, 954, 92, 247, 955, 956, 35, 957, 731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
for example if your birth date is january write,oh that is simple enough,"['for', 'example', 'if', 'your', 'birth', 'date', 'is', 'january', 'write']","['oh', 'that', 'is', 'simple', 'enough']","[14, 954, 92, 247, 955, 956, 35, 957, 731]","[230, 58, 35, 958, 604]","[14, 954, 92, 247, 955, 956, 35, 957, 731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[230, 58, 35, 958, 604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
oh that is simple enough,always print clearly and fill in the bubbles completely,"['oh', 'that', 'is', 'simple', 'enough']","['always', 'print', 'clearly', 'and', 'fill', 'in', 'the', 'bubble', 'completely']","[230, 58, 35, 958, 604]","[146, 2140, 173, 94, 1532, 23, 78, 2141, 1961]","[230, 58, 35, 958, 604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[146, 2140, 173, 94, 1532, 23, 78, 2141, 1961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
let us go to the animal shelter,what do you want to do,"['let', 'u', 'go', 'to', 'the', 'animal', 'shelter']","['what', 'do', 'you', 'want', 'to', 'do']","[239, 240, 28, 29, 78, 709, 959]","[22, 27, 4, 126, 29, 27]","[239, 240, 28, 29, 78, 709, 959, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 27, 4, 126, 29, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what do you want to do,i want to get a puppy for my son,"['what', 'do', 'you', 'want', 'to', 'do']","['i', 'want', 'to', 'get', 'a', 'puppy', 'for', 'my', 'son']","[22, 27, 4, 126, 29, 27]","[6, 126, 29, 108, 37, 786, 14, 69, 916]","[22, 27, 4, 126, 29, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 126, 29, 108, 37, 786, 14, 69, 916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i want to get a puppy for my son,that will make him so happy,"['i', 'want', 'to', 'get', 'a', 'puppy', 'for', 'my', 'son']","['that', 'will', 'make', 'him', 'so', 'happy']","[6, 126, 29, 108, 37, 786, 14, 69, 916]","[58, 158, 168, 764, 18, 329]","[6, 126, 29, 108, 37, 786, 14, 69, 916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 158, 168, 764, 18, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that will make him so happy,i will get him one of those little dogs,"['that', 'will', 'make', 'him', 'so', 'happy']","['i', 'will', 'get', 'him', 'one', 'of', 'those', 'little', 'dog']","[58, 158, 168, 764, 18, 329]","[6, 158, 108, 764, 124, 56, 351, 315, 609]","[58, 158, 168, 764, 18, 329, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 158, 108, 764, 124, 56, 351, 315, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i will get him one of those little dogs,one that will not grow up too big,"['i', 'will', 'get', 'him', 'one', 'of', 'those', 'little', 'dog']","['one', 'that', 'will', 'not', 'grow', 'up', 'too', 'big']","[6, 158, 108, 764, 124, 56, 351, 315, 609]","[124, 58, 158, 53, 775, 227, 101, 39]","[6, 158, 108, 764, 124, 56, 351, 315, 609, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[124, 58, 158, 53, 775, 227, 101, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
one that will not grow up too big,and eat too much,"['one', 'that', 'will', 'not', 'grow', 'up', 'too', 'big']","['and', 'eat', 'too', 'much']","[124, 58, 158, 53, 775, 227, 101, 39]","[94, 588, 101, 163]","[124, 58, 158, 53, 775, 227, 101, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[94, 588, 101, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
and eat too much,do you know which one he would like,"['and', 'eat', 'too', 'much']","['do', 'you', 'know', 'which', 'one', 'he', 'would', 'like']","[94, 588, 101, 163]","[27, 4, 74, 49, 124, 628, 82, 32]","[94, 588, 101, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 4, 74, 49, 124, 628, 82, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
do you know which one he would like,oh yes i took him there yesterday he showed me one that he really liked,"['do', 'you', 'know', 'which', 'one', 'he', 'would', 'like']","['oh', 'yes', 'i', 'took', 'him', 'there', 'yesterday', 'he', 'showed', 'me', 'one', 'that', 'he', 'really', 'liked']","[27, 4, 74, 49, 124, 628, 82, 32]","[230, 97, 6, 304, 764, 34, 297, 628, 960, 100, 124, 58, 628, 38, 382]","[27, 4, 74, 49, 124, 628, 82, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[230, 97, 6, 304, 764, 34, 297, 628, 960, 100, 124, 58, 628, 38, 382, 0, 0, 0, 0, 0]"
oh yes i took him there yesterday he showed me one that he really liked,i bet you had to drag him away,"['oh', 'yes', 'i', 'took', 'him', 'there', 'yesterday', 'he', 'showed', 'me', 'one', 'that', 'he', 'really', 'liked']","['i', 'bet', 'you', 'had', 'to', 'drag', 'him', 'away']","[230, 97, 6, 304, 764, 34, 297, 628, 960, 100, 124, 58, 628, 38, 382]","[6, 961, 4, 244, 29, 962, 764, 793]","[230, 97, 6, 304, 764, 34, 297, 628, 960, 100, 124, 58, 628, 38, 382, 0, 0, 0, 0, 0]","[6, 961, 4, 244, 29, 962, 764, 793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i bet you had to drag him away,he wanted to take it home yesterday,"['i', 'bet', 'you', 'had', 'to', 'drag', 'him', 'away']","['he', 'wanted', 'to', 'take', 'it', 'home', 'yesterday']","[6, 961, 4, 244, 29, 962, 764, 793]","[628, 231, 29, 196, 33, 313, 297]","[6, 961, 4, 244, 29, 962, 764, 793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[628, 231, 29, 196, 33, 313, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
he wanted to take it home yesterday,i wonder what he will name it,"['he', 'wanted', 'to', 'take', 'it', 'home', 'yesterday']","['i', 'wonder', 'what', 'he', 'will', 'name', 'it']","[628, 231, 29, 196, 33, 313, 297]","[6, 1081, 22, 628, 158, 2142, 33]","[628, 231, 29, 196, 33, 313, 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 1081, 22, 628, 158, 2142, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what is the weather like,i do not know i just woke up,"['what', 'is', 'the', 'weather', 'like']","['i', 'do', 'not', 'know', 'i', 'just', 'woke', 'up']","[22, 35, 78, 134, 32]","[6, 27, 53, 74, 6, 188, 963, 227]","[22, 35, 78, 134, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 27, 53, 74, 6, 188, 963, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i do not know i just woke up,why do not you look outside,"['i', 'do', 'not', 'know', 'i', 'just', 'woke', 'up']","['why', 'do', 'not', 'you', 'look', 'outside']","[6, 27, 53, 74, 6, 188, 963, 227]","[142, 27, 53, 4, 113, 90]","[6, 27, 53, 74, 6, 188, 963, 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[142, 27, 53, 4, 113, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
why do not you look outside,okay it looks like rain,"['why', 'do', 'not', 'you', 'look', 'outside']","['okay', 'it', 'look', 'like', 'rain']","[142, 27, 53, 4, 113, 90]","[36, 33, 113, 32, 77]","[142, 27, 53, 4, 113, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[36, 33, 113, 32, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
okay it looks like rain,why do you say that,"['okay', 'it', 'look', 'like', 'rain']","['why', 'do', 'you', 'say', 'that']","[36, 33, 113, 32, 77]","[142, 27, 4, 199, 58]","[36, 33, 113, 32, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[142, 27, 4, 199, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
why do you say that,the sky is gray,"['why', 'do', 'you', 'say', 'that']","['the', 'sky', 'is', 'gray']","[142, 27, 4, 199, 58]","[78, 159, 35, 964]","[142, 27, 4, 199, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[78, 159, 35, 964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the sky is gray,is it raining right now,"['the', 'sky', 'is', 'gray']","['is', 'it', 'raining', 'right', 'now']","[78, 159, 35, 964]","[35, 33, 117, 25, 26]","[78, 159, 35, 964, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 33, 117, 25, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
is it raining right now,no,"['is', 'it', 'raining', 'right', 'now']",['no'],"[35, 33, 117, 25, 26]",[16],"[35, 33, 117, 25, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
no,how do you know,['no'],"['how', 'do', 'you', 'know']",[16],"[2, 27, 4, 74]","[16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 27, 4, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
how do you know,the street is not wet,"['how', 'do', 'you', 'know']","['the', 'street', 'is', 'not', 'wet']","[2, 27, 4, 74]","[78, 900, 35, 53, 965]","[2, 27, 4, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[78, 900, 35, 53, 965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the street is not wet,i have to go shopping today,"['the', 'street', 'is', 'not', 'wet']","['i', 'have', 'to', 'go', 'shopping', 'today']","[78, 900, 35, 53, 965]","[6, 19, 29, 28, 966, 59]","[78, 900, 35, 53, 965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 19, 29, 28, 966, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i have to go shopping today,you would better take an umbrella,"['i', 'have', 'to', 'go', 'shopping', 'today']","['you', 'would', 'better', 'take', 'an', 'umbrella']","[6, 19, 29, 28, 966, 59]","[4, 82, 46, 196, 71, 2143]","[6, 19, 29, 28, 966, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 82, 46, 196, 71, 2143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i cannot believe how hot it is,it is not even noon yet,"['i', 'cannot', 'believe', 'how', 'hot', 'it', 'is']","['it', 'is', 'not', 'even', 'noon', 'yet']","[6, 102, 182, 2, 96, 33, 35]","[33, 35, 53, 268, 967, 274]","[6, 102, 182, 2, 96, 33, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 35, 53, 268, 967, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
it is not even noon yet,that means it will get hotter,"['it', 'is', 'not', 'even', 'noon', 'yet']","['that', 'mean', 'it', 'will', 'get', 'hotter']","[33, 35, 53, 268, 967, 274]","[58, 130, 33, 158, 108, 968]","[33, 35, 53, 268, 967, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[58, 130, 33, 158, 108, 968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
that means it will get hotter,i am dying from the heat,"['that', 'mean', 'it', 'will', 'get', 'hotter']","['i', 'am', 'dying', 'from', 'the', 'heat']","[58, 130, 33, 158, 108, 968]","[6, 7, 969, 343, 78, 970]","[58, 130, 33, 158, 108, 968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 7, 969, 343, 78, 970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i am dying from the heat,turn on the air conditioner,"['i', 'am', 'dying', 'from', 'the', 'heat']","['turn', 'on', 'the', 'air', 'condition', '##er']","[6, 7, 969, 343, 78, 970]","[660, 200, 78, 145, 971, 854]","[6, 7, 969, 343, 78, 970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[660, 200, 78, 145, 971, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
turn on the air conditioner,it does not work,"['turn', 'on', 'the', 'air', 'condition', '##er']","['it', 'doe', 'not', 'work']","[660, 200, 78, 145, 971, 854]","[33, 112, 53, 332]","[660, 200, 78, 145, 971, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 112, 53, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
it does not work,what happened,"['it', 'doe', 'not', 'work']","['what', 'happened']","[33, 112, 53, 332]","[22, 336]","[33, 112, 53, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[22, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
what happened,i do not know,"['what', 'happened']","['i', 'do', 'not', 'know']","[22, 336]","[6, 27, 53, 74]","[22, 336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 27, 53, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i do not know,did you call the repairman,"['i', 'do', 'not', 'know']","['did', 'you', 'call', 'the', 'repair', '##man']","[6, 27, 53, 74]","[139, 4, 223, 78, 972, 973]","[6, 27, 53, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[139, 4, 223, 78, 972, 973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
did you call the repairman,of course,"['did', 'you', 'call', 'the', 'repair', '##man']","['of', 'course']","[139, 4, 223, 78, 972, 973]","[56, 512]","[139, 4, 223, 78, 972, 973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[56, 512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
of course,when is he coming,"['of', 'course']","['when', 'is', 'he', 'coming']","[56, 512]","[162, 35, 628, 527]","[56, 512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[162, 35, 628, 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
when is he coming,he is busy he said next week,"['when', 'is', 'he', 'coming']","['he', 'is', 'busy', 'he', 'said', 'next', 'week']","[162, 35, 628, 527]","[628, 35, 256, 628, 637, 187, 333]","[162, 35, 628, 527, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[628, 35, 256, 628, 637, 187, 333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
i will be glad when winter comes,why is that,"['i', 'will', 'be', 'glad', 'when', 'winter', 'come']","['why', 'is', 'that']","[6, 158, 83, 490, 162, 105, 127]","[142, 35, 58]","[6, 158, 83, 490, 162, 105, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[142, 35, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
why is that,because i love the snow,"['why', 'is', 'that']","['because', 'i', 'love', 'the', 'snow']","[142, 35, 58]","[151, 6, 143, 78, 974]","[142, 35, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[151, 6, 143, 78, 974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
because i love the snow,yes the snow is fun,"['because', 'i', 'love', 'the', 'snow']","['yes', 'the', 'snow', 'is', 'fun']","[151, 6, 143, 78, 974]","[97, 78, 974, 35, 178]","[151, 6, 143, 78, 974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[97, 78, 974, 35, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
